UserID,SessionID,VisitDate,TrafficSource,DeviceType,Country,LandingPage,PagesViewed,SessionDuration,Bounce,ExitPage,Conversion
11461,S01462,2025-07-15,Social,Tablet,Germany,Pricing,12,1419,Yes,Checkout,Yes
11462,S01463,2025-06-16,Social,Mobile,Australia,Contact,8,461,No,Products,Yes
11463,S01464,2025-08-11,Social,Mobile,Canada,Home,8,484,No,Products,Yes
11464,S01465,2025-04-01,Direct,Tablet,Canada,Contact,8,388,Yes,Contact,Yes
11465,S01466,2025-06-08,Direct,Mobile,Canada,Contact,5,53,Yes,Home,No
11466,S01467,2025-08-07,Direct,Desktop,Germany,Blog,3,157,Yes,Contact,No
11467,S01468,2025-01-07,Email,Mobile,Canada,Blog,9,291,Yes,Home,No
11468,S01469,2025-11-26,Organic,Mobile,USA,Checkout,14,37,Yes,Services,No
11469,S01470,2025-11-04,Organic,Mobile,India,Pricing,3,1294,No,Checkout,No
11470,S01471,2025-04-14,Direct,Desktop,Australia,Blog,12,184,Yes,Services,No
11471,S01472,2025-03-21,Direct,Mobile,Australia,Contact,6,990,No,Contact,Yes
11472,S01473,2025-01-11,Organic,Mobile,Australia,Services,9,262,Yes,Pricing,No
11473,S01474,2025-08-01,Direct,Mobile,USA,Home,15,1723,Yes,Blog,Yes
11474,S01475,2025-06-30,Social,Mobile,Germany,Blog,7,311,Yes,Blog,Yes
11475,S01476,2025-04-25,Organic,Desktop,UK,Home,3,235,No,Home,No
11476,S01477,2025-01-23,Email,Mobile,USA,Blog,6,183,No,Pricing,No
11477,S01478,2025-08-06,Direct,Tablet,Germany,Services,3,1401,No,Services,No
11478,S01479,2025-05-19,Referral,Tablet,UK,Services,15,222,Yes,Checkout,No
11479,S01480,2025-03-18,Direct,Desktop,USA,Blog,1,1774,Yes,Blog,No
11480,S01481,2025-09-02,Organic,Mobile,Australia,Blog,12,1641,No,Products,Yes
11481,S01482,2025-03-07,Direct,Desktop,UK,Services,2,671,No,Blog,No
11482,S01483,2025-07-31,Email,Tablet,UK,Products,8,1430,Yes,Blog,Yes
11483,S01484,2025-09-12,Email,Tablet,Canada,Pricing,7,1135,Yes,Blog,Yes
11484,S01485,2025-08-04,Email,Tablet,Germany,Checkout,2,1199,Yes,Contact,No
11485,S01486,2025-07-05,Organic,Mobile,India,Services,2,491,No,Products,No
11486,S01487,2025-01-31,Social,Desktop,USA,Services,15,235,No,Products,No
11487,S01488,2025-10-10,Referral,Mobile,USA,Checkout,14,1757,Yes,Home,Yes
11488,S01489,2025-03-02,Direct,Desktop,Germany,Home,12,292,No,Services,No
11489,S01490,2025-02-24,Email,Mobile,Canada,Checkout,1,1446,Yes,Pricing,No
11490,S01491,2025-01-16,Direct,Desktop,USA,Home,14,333,Yes,Home,Yes
11491,S01492,2025-08-02,Direct,Mobile,Canada,Contact,1,1175,Yes,Products,No
11492,S01493,2025-12-24,Social,Desktop,Canada,Contact,12,1090,No,Blog,Yes
11493,S01494,2025-12-22,Organic,Desktop,India,Products,13,1330,Yes,Contact,Yes
11494,S01495,2025-03-30,Email,Mobile,India,Blog,1,1247,Yes,Checkout,No
11495,S01496,2025-08-21,Email,Tablet,UK,Pricing,7,1402,No,Contact,Yes
11496,S01497,2025-03-22,Social,Mobile,Australia,Blog,4,877,Yes,Contact,No
11497,S01498,2025-11-13,Organic,Mobile,Canada,Products,4,830,Yes,Checkout,No
11498,S01499,2025-09-02,Social,Tablet,Germany,Blog,12,969,No,Products,Yes
11499,S01500,2025-07-10,Referral,Mobile,UK,Home,1,1655,Yes,Home,No
11500,S01501,2025-11-05,Social,Mobile,USA,Services,2,752,Yes,Pricing,No
11501,S01502,2025-04-19,Email,Mobile,UK,Products,2,143,Yes,Contact,No
11502,S01503,2025-05-04,Social,Mobile,Australia,Pricing,15,76,Yes,Pricing,No
11503,S01504,2025-01-24,Organic,Desktop,India,Services,13,1000,Yes,Services,Yes
11504,S01505,2025-07-23,Email,Mobile,UK,Checkout,13,588,No,Contact,Yes
11505,S01506,2025-12-26,Organic,Desktop,Canada,Contact,6,275,Yes,Pricing,No
11506,S01507,2025-03-18,Organic,Tablet,Canada,Blog,13,1597,Yes,Services,Yes
11507,S01508,2025-12-16,Referral,Mobile,Germany,Home,3,320,Yes,Products,No
11508,S01509,2025-12-01,Direct,Tablet,USA,Pricing,13,1405,No,Blog,Yes
11509,S01510,2025-06-23,Social,Desktop,Australia,Checkout,13,278,No,Home,No
11510,S01511,2025-12-16,Referral,Mobile,USA,Pricing,15,1469,Yes,Products,Yes
11511,S01512,2025-09-12,Organic,Mobile,USA,Checkout,10,1295,No,Pricing,Yes
11512,S01513,2025-02-14,Referral,Mobile,Canada,Services,14,1643,Yes,Services,Yes
11513,S01514,2025-05-24,Email,Desktop,UK,Home,3,149,Yes,Products,No
11514,S01515,2025-08-24,Social,Desktop,UK,Checkout,12,1590,No,Contact,Yes
11515,S01516,2025-03-05,Email,Desktop,India,Services,15,297,No,Blog,No
11516,S01517,2025-11-14,Direct,Desktop,UK,Pricing,7,1765,No,Services,Yes
11517,S01518,2025-07-31,Email,Desktop,UK,Contact,2,1407,Yes,Pricing,No
11518,S01519,2025-05-06,Email,Mobile,USA,Checkout,11,126,Yes,Services,No
11519,S01520,2025-10-19,Referral,Mobile,USA,Blog,7,334,No,Contact,Yes
11520,S01521,2025-08-27,Referral,Tablet,Australia,Checkout,2,724,No,Home,No
11521,S01522,2025-02-25,Referral,Desktop,USA,Blog,2,379,No,Home,No
11522,S01523,2025-11-06,Referral,Mobile,Germany,Contact,6,711,No,Home,Yes
11523,S01524,2025-01-20,Email,Mobile,Canada,Products,5,940,Yes,Services,No
11524,S01525,2025-11-04,Referral,Mobile,UK,Checkout,10,74,No,Blog,No
11525,S01526,2025-04-19,Organic,Tablet,Canada,Services,4,120,No,Contact,No
11526,S01527,2025-03-14,Organic,Desktop,Canada,Home,3,181,No,Checkout,No
11527,S01528,2025-08-03,Email,Mobile,Germany,Services,12,934,Yes,Checkout,Yes
11528,S01529,2025-08-08,Social,Desktop,USA,Products,1,199,Yes,Services,No
11529,S01530,2025-09-01,Email,Tablet,USA,Contact,7,996,No,Services,Yes
11530,S01531,2025-10-20,Referral,Mobile,Australia,Checkout,15,1429,Yes,Home,Yes
11531,S01532,2025-10-24,Email,Mobile,UK,Contact,12,1377,No,Home,Yes
11532,S01533,2025-03-17,Referral,Desktop,India,Checkout,3,949,No,Services,No
11533,S01534,2025-01-02,Referral,Mobile,Germany,Blog,9,1489,Yes,Home,Yes
11534,S01535,2025-04-07,Referral,Tablet,Australia,Checkout,4,1537,Yes,Pricing,No
11535,S01536,2025-06-28,Direct,Mobile,Germany,Pricing,7,452,Yes,Services,Yes
11536,S01537,2025-01-09,Social,Desktop,Australia,Checkout,14,755,Yes,Contact,Yes
11537,S01538,2025-08-22,Referral,Desktop,UK,Services,8,1338,No,Pricing,Yes
11538,S01539,2025-02-28,Direct,Desktop,Canada,Services,13,697,Yes,Pricing,Yes
11539,S01540,2025-10-05,Referral,Desktop,UK,Checkout,10,343,No,Contact,Yes
11540,S01541,2025-11-14,Organic,Mobile,India,Home,5,1447,Yes,Pricing,No
11541,S01542,2025-02-23,Referral,Tablet,Australia,Pricing,15,852,Yes,Contact,Yes
11542,S01543,2025-10-25,Organic,Tablet,UK,Checkout,8,1040,No,Products,Yes
11543,S01544,2025-08-21,Email,Desktop,India,Products,4,1601,No,Home,No
11544,S01545,2025-08-26,Referral,Tablet,Germany,Checkout,6,1635,No,Home,Yes
11545,S01546,2025-04-25,Email,Desktop,UK,Contact,6,1611,No,Services,Yes
11546,S01547,2025-08-01,Direct,Mobile,Canada,Home,14,1638,Yes,Home,Yes
11547,S01548,2025-07-11,Email,Tablet,Australia,Services,3,1628,No,Products,No
11548,S01549,2025-05-04,Email,Desktop,USA,Pricing,10,890,No,Checkout,Yes
11549,S01550,2025-10-23,Referral,Mobile,Germany,Blog,1,1651,Yes,Contact,No
11550,S01551,2025-06-12,Email,Mobile,Canada,Products,3,835,Yes,Contact,No
11551,S01552,2025-09-16,Organic,Tablet,Australia,Checkout,13,268,No,Checkout,No
11552,S01553,2025-05-14,Email,Mobile,UK,Products,13,1294,Yes,Home,Yes
11553,S01554,2025-01-06,Email,Mobile,India,Pricing,1,905,Yes,Contact,No
11554,S01555,2025-10-20,Referral,Mobile,Germany,Contact,9,171,Yes,Blog,No
11555,S01556,2025-07-03,Direct,Mobile,Germany,Products,11,1303,No,Products,Yes
11556,S01557,2025-05-06,Referral,Desktop,Germany,Home,9,1731,No,Home,Yes
11557,S01558,2025-11-18,Organic,Tablet,Australia,Checkout,15,304,Yes,Home,Yes
11558,S01559,2025-03-04,Organic,Mobile,UK,Services,8,1230,Yes,Home,Yes
11559,S01560,2025-07-05,Direct,Desktop,India,Blog,2,1022,Yes,Blog,No
11560,S01561,2025-11-17,Organic,Mobile,Germany,Blog,2,1006,No,Services,No
11561,S01562,2025-03-24,Direct,Desktop,India,Products,11,933,Yes,Home,Yes
11562,S01563,2025-09-05,Email,Tablet,Australia,Home,6,720,Yes,Pricing,Yes
11563,S01564,2025-03-04,Direct,Tablet,India,Pricing,12,531,Yes,Pricing,Yes
11564,S01565,2025-03-20,Direct,Desktop,India,Products,9,1568,Yes,Services,Yes
11565,S01566,2025-02-12,Direct,Desktop,UK,Blog,3,460,Yes,Home,No
11566,S01567,2025-10-10,Social,Desktop,Germany,Checkout,6,1460,No,Blog,Yes
11567,S01568,2025-04-09,Social,Mobile,USA,Contact,9,829,No,Blog,Yes
11568,S01569,2025-10-28,Social,Mobile,USA,Contact,2,1205,No,Blog,No
11569,S01570,2025-08-05,Email,Tablet,UK,Checkout,15,923,No,Pricing,Yes
11570,S01571,2025-07-16,Referral,Mobile,Australia,Services,2,1253,No,Contact,No
11571,S01572,2025-08-19,Direct,Mobile,Australia,Services,14,141,No,Services,No
11572,S01573,2025-11-27,Email,Desktop,Canada,Home,10,1703,Yes,Products,Yes
11573,S01574,2025-08-08,Direct,Desktop,USA,Home,13,670,Yes,Contact,Yes
11574,S01575,2025-03-16,Social,Mobile,India,Services,6,771,Yes,Contact,Yes
11575,S01576,2025-08-27,Email,Desktop,USA,Pricing,6,447,Yes,Blog,Yes
11576,S01577,2025-04-19,Email,Mobile,India,Pricing,5,1242,No,Contact,No
11577,S01578,2025-12-10,Organic,Tablet,Germany,Blog,10,1663,No,Services,Yes
11578,S01579,2025-04-12,Direct,Mobile,Canada,Blog,14,665,Yes,Services,Yes
11579,S01580,2025-03-05,Referral,Mobile,Australia,Services,7,254,No,Products,No
11580,S01581,2025-05-26,Organic,Tablet,Australia,Home,10,53,No,Services,No
11581,S01582,2025-07-26,Organic,Tablet,Australia,Home,3,1733,No,Contact,No
11582,S01583,2025-08-29,Organic,Desktop,Germany,Services,1,152,Yes,Services,No
11583,S01584,2025-06-27,Referral,Mobile,Australia,Checkout,6,1553,No,Blog,Yes
11584,S01585,2025-07-21,Social,Tablet,Canada,Blog,10,106,Yes,Checkout,No
11585,S01586,2025-02-22,Organic,Mobile,India,Checkout,6,1275,Yes,Products,Yes
11586,S01587,2025-12-19,Referral,Mobile,USA,Home,2,671,Yes,Contact,No
11587,S01588,2025-07-08,Email,Mobile,Germany,Checkout,15,1673,Yes,Services,Yes
11588,S01589,2025-01-23,Organic,Mobile,UK,Home,15,1617,No,Services,Yes
11589,S01590,2025-07-14,Social,Tablet,USA,Products,12,1264,No,Home,Yes
11590,S01591,2025-03-17,Email,Desktop,Germany,Blog,3,663,Yes,Pricing,No
11591,S01592,2025-10-23,Referral,Tablet,Canada,Services,9,502,No,Checkout,Yes
11592,S01593,2025-04-26,Organic,Desktop,UK,Contact,12,998,Yes,Services,Yes
11593,S01594,2025-05-05,Direct,Tablet,India,Home,9,1721,No,Home,Yes
11594,S01595,2025-12-10,Direct,Desktop,Canada,Products,4,36,No,Home,No
11595,S01596,2025-10-30,Email,Tablet,UK,Checkout,6,437,No,Contact,Yes
11596,S01597,2025-03-20,Email,Mobile,USA,Products,8,1352,No,Blog,Yes
11597,S01598,2025-11-14,Email,Mobile,Canada,Products,8,1787,Yes,Services,Yes
11598,S01599,2025-12-18,Social,Tablet,Germany,Home,7,346,Yes,Blog,Yes
11599,S01600,2025-02-26,Direct,Mobile,Canada,Products,15,229,No,Home,No
11600,S01601,2025-09-29,Referral,Desktop,UK,Home,8,1365,Yes,Services,Yes
11601,S01602,2025-03-19,Referral,Tablet,Canada,Pricing,7,444,No,Home,Yes
11602,S01603,2025-07-09,Organic,Mobile,Germany,Blog,8,568,No,Products,Yes
11603,S01604,2025-07-26,Direct,Tablet,UK,Pricing,5,397,No,Pricing,No
11604,S01605,2025-12-15,Organic,Tablet,USA,Home,7,233,Yes,Home,No
11605,S01606,2025-10-22,Social,Mobile,India,Pricing,1,83,Yes,Home,No
11606,S01607,2025-11-14,Referral,Desktop,Canada,Home,5,473,Yes,Contact,No
11607,S01608,2025-05-18,Referral,Mobile,USA,Checkout,14,1426,Yes,Services,Yes
11608,S01609,2025-12-28,Email,Desktop,Germany,Home,11,599,Yes,Products,Yes
11609,S01610,2025-11-15,Referral,Tablet,UK,Checkout,9,1444,Yes,Products,Yes
11610,S01611,2025-02-05,Direct,Mobile,UK,Blog,6,1405,Yes,Home,Yes
11611,S01612,2025-08-08,Social,Mobile,USA,Services,11,981,Yes,Products,Yes
11612,S01613,2025-01-05,Email,Desktop,Canada,Pricing,11,1567,Yes,Blog,Yes
11613,S01614,2025-08-30,Organic,Mobile,India,Pricing,14,516,No,Checkout,Yes
11614,S01615,2025-09-15,Direct,Mobile,India,Home,4,1085,No,Checkout,No
11615,S01616,2025-08-20,Referral,Tablet,UK,Pricing,12,697,No,Contact,Yes
11616,S01617,2025-07-06,Referral,Mobile,UK,Services,8,529,No,Pricing,Yes
11617,S01618,2025-11-02,Referral,Mobile,UK,Contact,13,1369,Yes,Products,Yes
11618,S01619,2025-04-23,Direct,Desktop,Canada,Home,7,1763,Yes,Pricing,Yes
11619,S01620,2025-08-09,Social,Mobile,Germany,Home,12,1435,Yes,Blog,Yes
11620,S01621,2025-05-21,Email,Desktop,Australia,Products,11,231,No,Contact,No
11621,S01622,2025-07-20,Email,Desktop,UK,Services,6,688,Yes,Home,Yes
11622,S01623,2025-12-26,Social,Tablet,India,Blog,10,1075,No,Pricing,Yes
11623,S01624,2025-06-27,Social,Mobile,India,Blog,13,1632,Yes,Blog,Yes
11624,S01625,2025-09-25,Social,Tablet,Australia,Contact,11,317,Yes,Services,Yes
11625,S01626,2025-02-03,Social,Mobile,Canada,Home,8,600,Yes,Services,Yes
11626,S01627,2025-03-05,Organic,Desktop,UK,Home,14,1224,No,Services,Yes
11627,S01628,2025-01-01,Organic,Desktop,USA,Services,11,1718,No,Checkout,Yes
11628,S01629,2025-12-07,Email,Mobile,India,Contact,14,1038,No,Products,Yes
11629,S01630,2025-08-10,Email,Mobile,UK,Products,12,412,Yes,Blog,Yes
11630,S01631,2025-05-08,Referral,Desktop,Canada,Home,15,736,No,Services,Yes
11631,S01632,2025-03-30,Email,Desktop,Germany,Services,10,646,Yes,Contact,Yes
11632,S01633,2025-05-09,Direct,Desktop,Australia,Products,13,418,No,Services,Yes
11633,S01634,2025-10-18,Referral,Tablet,USA,Blog,2,618,No,Home,No
11634,S01635,2025-08-15,Social,Tablet,Germany,Contact,3,1088,No,Blog,No
11635,S01636,2025-08-27,Referral,Desktop,Canada,Home,6,885,Yes,Checkout,Yes
11636,S01637,2025-03-13,Email,Desktop,USA,Pricing,7,191,No,Products,No
11637,S01638,2025-10-17,Social,Mobile,Canada,Products,10,1122,No,Contact,Yes
11638,S01639,2025-09-23,Referral,Mobile,India,Home,1,957,Yes,Services,No
11639,S01640,2025-02-24,Social,Tablet,India,Checkout,14,1340,No,Pricing,Yes
11640,S01641,2025-06-19,Organic,Mobile,Germany,Pricing,8,1424,Yes,Contact,Yes
11641,S01642,2025-03-15,Email,Tablet,Canada,Products,4,1067,Yes,Contact,No
11642,S01643,2025-03-21,Social,Tablet,UK,Contact,11,1755,Yes,Checkout,Yes
11643,S01644,2025-12-19,Direct,Mobile,India,Home,8,1287,Yes,Pricing,Yes
11644,S01645,2025-09-24,Organic,Mobile,USA,Home,15,257,No,Home,No
11645,S01646,2025-08-16,Referral,Mobile,India,Services,14,1045,No,Blog,Yes
11646,S01647,2025-05-01,Email,Desktop,Australia,Contact,3,1689,No,Checkout,No
11647,S01648,2025-03-05,Referral,Mobile,Germany,Home,11,1273,Yes,Products,Yes
11648,S01649,2025-12-03,Direct,Mobile,Australia,Contact,14,1534,Yes,Blog,Yes
11649,S01650,2025-05-29,Organic,Tablet,Canada,Services,8,603,No,Blog,Yes
11650,S01651,2025-02-24,Referral,Desktop,Canada,Products,7,1438,Yes,Services,Yes
11651,S01652,2025-10-16,Referral,Mobile,Australia,Services,8,256,Yes,Contact,No
11652,S01653,2025-11-14,Referral,Mobile,UK,Products,11,1355,No,Contact,Yes
11653,S01654,2025-01-05,Direct,Desktop,Australia,Checkout,8,577,Yes,Services,Yes
11654,S01655,2025-09-26,Referral,Tablet,India,Products,15,1456,Yes,Services,Yes
11655,S01656,2025-10-16,Social,Desktop,Germany,Checkout,11,1482,Yes,Services,Yes
11656,S01657,2025-12-04,Social,Desktop,India,Checkout,13,1571,No,Blog,Yes
11657,S01658,2025-12-04,Direct,Tablet,Germany,Pricing,8,1250,No,Products,Yes
11658,S01659,2025-10-29,Email,Desktop,Australia,Pricing,12,673,No,Home,Yes
11659,S01660,2025-03-23,Direct,Mobile,Germany,Home,1,70,Yes,Blog,No
11660,S01661,2025-09-01,Social,Mobile,Germany,Checkout,15,1401,Yes,Home,Yes
11661,S01662,2025-07-16,Referral,Mobile,India,Pricing,15,366,No,Home,Yes
11662,S01663,2025-02-07,Referral,Desktop,Australia,Contact,1,1744,Yes,Checkout,No
11663,S01664,2025-06-14,Organic,Tablet,Canada,Blog,1,366,Yes,Products,No
11664,S01665,2025-10-12,Direct,Mobile,UK,Blog,11,1185,No,Contact,Yes
11665,S01666,2025-04-14,Direct,Desktop,Australia,Checkout,5,471,Yes,Home,No
11666,S01667,2025-11-19,Organic,Mobile,India,Checkout,10,59,Yes,Home,No
11667,S01668,2025-07-28,Email,Tablet,India,Services,6,1595,Yes,Contact,Yes
11668,S01669,2025-11-25,Email,Desktop,USA,Checkout,12,1501,Yes,Pricing,Yes
11669,S01670,2025-09-14,Social,Desktop,Australia,Pricing,14,980,Yes,Checkout,Yes
11670,S01671,2025-08-07,Referral,Mobile,Australia,Home,2,908,Yes,Checkout,No
11671,S01672,2025-02-21,Organic,Desktop,USA,Home,9,620,No,Home,Yes
11672,S01673,2025-05-29,Social,Desktop,Germany,Services,4,1692,Yes,Checkout,No
11673,S01674,2025-05-28,Organic,Tablet,Australia,Products,14,333,No,Blog,Yes
11674,S01675,2025-10-07,Organic,Tablet,Canada,Services,10,126,Yes,Home,No
11675,S01676,2025-05-14,Direct,Desktop,India,Products,6,873,Yes,Pricing,Yes
11676,S01677,2025-06-18,Organic,Mobile,Canada,Home,14,1512,Yes,Services,Yes
11677,S01678,2025-11-03,Email,Mobile,Australia,Blog,2,862,Yes,Services,No
11678,S01679,2025-02-23,Organic,Desktop,Australia,Products,12,95,No,Blog,No
11679,S01680,2025-04-27,Organic,Mobile,India,Checkout,8,631,Yes,Pricing,Yes
11680,S01681,2025-07-14,Organic,Tablet,Canada,Home,10,1771,No,Checkout,Yes
11681,S01682,2025-03-06,Referral,Tablet,Canada,Pricing,7,1434,Yes,Home,Yes
11682,S01683,2025-11-12,Social,Desktop,USA,Services,8,251,No,Home,No
11683,S01684,2025-02-17,Email,Mobile,USA,Blog,4,485,Yes,Checkout,No
11684,S01685,2025-05-08,Organic,Mobile,India,Products,1,1798,Yes,Blog,No
11685,S01686,2025-01-23,Social,Desktop,Australia,Contact,3,588,Yes,Services,No
11686,S01687,2025-07-23,Referral,Tablet,India,Contact,3,1251,Yes,Home,No
11687,S01688,2025-04-16,Referral,Tablet,Germany,Checkout,5,1123,No,Checkout,No
11688,S01689,2026-01-01,Social,Desktop,Australia,Services,4,918,Yes,Pricing,No
11689,S01690,2025-06-13,Email,Tablet,India,Home,15,557,No,Blog,Yes
11690,S01691,2025-09-06,Social,Mobile,USA,Products,12,1283,Yes,Services,Yes
11691,S01692,2025-04-18,Organic,Desktop,Germany,Checkout,12,1142,Yes,Home,Yes
11692,S01693,2025-08-14,Referral,Mobile,India,Blog,4,1440,Yes,Services,No
11693,S01694,2025-07-16,Social,Mobile,India,Services,5,1214,No,Blog,No
11694,S01695,2025-07-15,Referral,Desktop,India,Products,1,1776,Yes,Products,No
11695,S01696,2025-12-04,Referral,Tablet,India,Contact,7,387,No,Home,Yes
11696,S01697,2025-06-28,Organic,Tablet,UK,Checkout,9,1572,No,Checkout,Yes
11697,S01698,2025-04-21,Organic,Desktop,Germany,Checkout,13,1220,No,Checkout,Yes
11698,S01699,2025-01-30,Organic,Tablet,Canada,Contact,7,1612,No,Checkout,Yes
11699,S01700,2025-08-06,Email,Tablet,Australia,Checkout,9,959,No,Products,Yes
11700,S01701,2025-05-02,Direct,Mobile,UK,Checkout,7,967,No,Home,Yes
11701,S01702,2025-10-05,Social,Desktop,Australia,Blog,4,1589,Yes,Pricing,No
11702,S01703,2025-05-18,Social,Tablet,Australia,Home,5,750,Yes,Services,No
11703,S01704,2025-06-14,Social,Mobile,Canada,Blog,10,1363,Yes,Blog,Yes
11704,S01705,2025-01-19,Social,Desktop,Germany,Checkout,1,965,Yes,Pricing,No
11705,S01706,2025-01-30,Email,Mobile,UK,Pricing,4,846,No,Home,No
11706,S01707,2025-05-13,Social,Desktop,Canada,Products,8,378,Yes,Contact,Yes
11707,S01708,2025-11-13,Organic,Mobile,India,Contact,3,310,Yes,Products,No
11708,S01709,2025-08-14,Email,Desktop,India,Pricing,11,1047,Yes,Home,Yes
11709,S01710,2025-05-12,Organic,Tablet,UK,Pricing,12,540,Yes,Pricing,Yes
11710,S01711,2025-02-25,Organic,Tablet,Canada,Home,4,726,Yes,Products,No
11711,S01712,2025-10-20,Social,Tablet,Canada,Home,4,677,No,Services,No
11712,S01713,2025-06-17,Email,Desktop,UK,Blog,3,60,No,Blog,No
11713,S01714,2025-01-16,Direct,Desktop,India,Services,5,1283,Yes,Pricing,No
11714,S01715,2025-11-08,Direct,Desktop,Australia,Contact,1,227,Yes,Checkout,No
11715,S01716,2025-10-25,Social,Mobile,Canada,Checkout,12,1050,Yes,Contact,Yes
11716,S01717,2025-07-15,Organic,Mobile,USA,Pricing,12,317,No,Pricing,Yes
11717,S01718,2025-09-28,Organic,Tablet,Canada,Contact,12,258,No,Services,No
11718,S01719,2025-10-22,Social,Mobile,UK,Products,5,409,No,Products,No
11719,S01720,2025-03-01,Direct,Desktop,Germany,Blog,8,654,No,Home,Yes
11720,S01721,2025-09-16,Organic,Desktop,Germany,Blog,6,1157,Yes,Blog,Yes
11721,S01722,2025-04-28,Email,Mobile,Australia,Products,13,867,No,Contact,Yes
11722,S01723,2025-03-12,Email,Desktop,UK,Services,10,1373,No,Home,Yes
11723,S01724,2025-08-04,Email,Mobile,Australia,Blog,2,846,Yes,Products,No
11724,S01725,2025-01-08,Direct,Mobile,Canada,Services,15,939,No,Contact,Yes
11725,S01726,2025-01-18,Referral,Mobile,Germany,Products,2,268,Yes,Products,No
11726,S01727,2025-09-29,Referral,Desktop,UK,Products,9,1785,No,Contact,Yes
11727,S01728,2025-12-31,Social,Mobile,UK,Checkout,9,504,No,Pricing,Yes
11728,S01729,2025-02-25,Organic,Mobile,Germany,Services,10,1272,No,Blog,Yes
11729,S01730,2025-08-12,Social,Desktop,Germany,Products,11,931,Yes,Contact,Yes
11730,S01731,2025-09-18,Organic,Mobile,India,Pricing,13,1217,No,Contact,Yes
11731,S01732,2025-07-14,Social,Desktop,USA,Pricing,11,938,No,Checkout,Yes
11732,S01733,2025-06-02,Referral,Desktop,India,Pricing,2,485,No,Services,No
11733,S01734,2025-06-13,Direct,Mobile,India,Checkout,6,796,Yes,Blog,Yes
11734,S01735,2025-10-22,Email,Desktop,India,Services,9,579,No,Products,Yes
11735,S01736,2025-05-21,Referral,Desktop,USA,Products,2,599,No,Services,No
11736,S01737,2025-02-24,Direct,Tablet,UK,Products,10,1553,Yes,Products,Yes
11737,S01738,2025-09-18,Direct,Mobile,Australia,Home,9,1727,Yes,Home,Yes
11738,S01739,2025-01-14,Social,Mobile,UK,Pricing,8,1714,No,Contact,Yes
11739,S01740,2025-03-06,Referral,Desktop,India,Contact,8,1076,Yes,Blog,Yes
11740,S01741,2025-09-10,Social,Mobile,USA,Services,15,895,Yes,Services,Yes
11741,S01742,2025-04-24,Organic,Desktop,USA,Pricing,13,171,No,Services,No
11742,S01743,2025-09-20,Organic,Tablet,Germany,Services,8,1301,Yes,Blog,Yes
11743,S01744,2025-09-24,Social,Mobile,Australia,Contact,2,1454,Yes,Contact,No
11744,S01745,2025-05-06,Direct,Tablet,Canada,Checkout,11,26,Yes,Contact,No
11745,S01746,2025-08-29,Direct,Desktop,USA,Contact,4,553,No,Services,No
11746,S01747,2025-11-22,Organic,Tablet,Germany,Contact,3,416,Yes,Home,No
11747,S01748,2025-09-09,Email,Tablet,USA,Contact,7,147,Yes,Home,No
11748,S01749,2025-05-15,Email,Desktop,Germany,Pricing,7,1418,Yes,Contact,Yes
11749,S01750,2025-09-29,Direct,Desktop,USA,Services,6,1001,No,Blog,Yes
11750,S01751,2025-07-20,Email,Desktop,Australia,Blog,13,1300,No,Home,Yes
11751,S01752,2025-05-28,Referral,Desktop,UK,Products,4,240,No,Home,No
11752,S01753,2025-06-13,Organic,Desktop,Germany,Blog,3,961,Yes,Checkout,No
11753,S01754,2025-09-08,Email,Desktop,Germany,Products,15,1000,Yes,Services,Yes
11754,S01755,2025-04-21,Referral,Mobile,Australia,Checkout,5,1049,No,Services,No
11755,S01756,2025-07-30,Referral,Desktop,Canada,Blog,11,660,No,Home,Yes
11756,S01757,2025-04-23,Social,Tablet,India,Services,5,1004,No,Blog,No
11757,S01758,2025-03-27,Email,Mobile,Germany,Home,4,1182,No,Products,No
11758,S01759,2025-01-11,Organic,Desktop,India,Checkout,10,1115,No,Services,Yes
11759,S01760,2025-10-11,Organic,Tablet,India,Pricing,13,1578,Yes,Services,Yes
11760,S01761,2025-03-22,Email,Desktop,Germany,Products,9,416,No,Checkout,Yes
11761,S01762,2025-06-19,Referral,Mobile,Australia,Contact,3,775,Yes,Home,No
11762,S01763,2025-01-11,Email,Mobile,Australia,Blog,1,1741,Yes,Checkout,No
11763,S01764,2025-03-22,Social,Desktop,India,Products,8,96,Yes,Home,No
11764,S01765,2025-03-05,Referral,Tablet,Canada,Products,5,1545,No,Checkout,No
11765,S01766,2025-02-07,Email,Tablet,Germany,Checkout,2,166,No,Home,No
11766,S01767,2025-10-05,Email,Mobile,India,Contact,1,1530,Yes,Pricing,No
11767,S01768,2025-04-10,Email,Desktop,UK,Blog,13,811,Yes,Services,Yes
11768,S01769,2025-04-14,Organic,Desktop,Germany,Pricing,5,949,No,Blog,No
11769,S01770,2025-02-17,Direct,Desktop,Australia,Services,5,889,No,Services,No
11770,S01771,2025-10-01,Email,Mobile,Canada,Home,15,1449,No,Contact,Yes
11771,S01772,2025-10-07,Organic,Desktop,USA,Pricing,7,773,Yes,Blog,Yes
11772,S01773,2025-08-17,Social,Desktop,Australia,Home,13,485,No,Services,Yes
11773,S01774,2025-11-19,Organic,Mobile,Australia,Products,3,1668,Yes,Checkout,No
11774,S01775,2025-05-08,Organic,Mobile,Canada,Pricing,8,1225,No,Pricing,Yes
11775,S01776,2025-10-18,Direct,Mobile,Canada,Services,12,1729,No,Services,Yes
